Title,Topic
Đánh bạn nhậu gần chết vì xúi giục chửi nhau,Pháp luật
Cựu vụ phó Bộ Công Thương: 'Không đòi hỏi lợi ích từ Xuyên Việt Oil',Pháp luật
Người lái xe bán tải đâm hàng loạt ôtô bị khởi tố,Pháp luật
Thiếu tướng Mai Hoàng: 'Phải triệt tiêu ý định cướp ngân hàng của tội phạm',Pháp luật
Cựu cục trưởng thanh tra: 'Cả đời cống hiến bị hủy bỏ bởi một lần sai phạm',Pháp luật
Giám đốc nhờ bạn làm 'quân xanh' để trúng thầu,Pháp luật
Tên trộm nhận bồi thường một triệu USD do bị chó cắn khi chạy trốn,Pháp luật
Lĩnh án vì bỏ rơi vợ mới cưới mắc ung thư,Pháp luật
Công an phục hồi điều tra vụ 'mất tiền vì gửi tiết kiệm tại tiệm vàng',Pháp luật
Những nguy cơ đe dọa an ninh phi truyền thống,Pháp luật
"Mẹ vướng lao lý vì phạt học kém, bắt con đi bộ 3 km trên cao tốc",Pháp luật
Kẻ giết 14 người bằng 'viên thảo dược tẩm thuốc độc' bị tuyên tử hình,Pháp luật
Bắn thủng chai hóa chất để đầu độc ao cá nhà hàng xóm,Pháp luật
Lòng đố kỵ của chị dâu với cả nhà em chồng,Pháp luật
Bà chủ Xuyên Việt Oil khai lý do sử dụng hết hơn 1.400 tỷ đồng chiếm đoạt,Pháp luật
"Có phải bạn bè cho nhau vay tiền, lãi suất bao nhiêu cũng được?",Pháp luật
Giám đốc công ty chè ở Lâm Đồng bị bắt,Pháp luật
Cựu bí thư Bến Tre Lê Đức Thọ 'động viên vợ khắc phục hậu quả',Pháp luật
Cựu thứ trưởng Đỗ Thắng Hải: 'Đây là sai lầm lớn nhất cuộc đời tôi',Pháp luật
Bà chủ Xuyên Việt Oil bị cấp dưới 'cắt xén' tiền hối lộ quan chức,Pháp luật
Mẹ bị bắt vì con trai 11 tuổi đi một mình ven quốc lộ,Pháp luật
Bị bắt vì đăng thông tin xúc phạm lãnh đạo Đảng và Nhà nước,Pháp luật
Cựu cảnh sát đánh chết nghi phạm bị phạt 13 năm tù,Pháp luật
Biện hộ của kẻ bơi qua Campuchia vận chuyển thuê 25 kg ma túy,Pháp luật
Bị bắt vì nâng khống 14.000 m3 cát khi xử lý sạt lở bờ sông Hậu,Pháp luật
Tài xế xịt hơi cay khách ở Đà Lạt vì 'bị xúc phạm',Pháp luật
AIC nâng khống 40% giá trong vụ án ở Trung tâm ứng cứu khẩn cấp máy tính Việt Nam,Pháp luật
"Cựu bí thư Bến Tre Lê Đức Thọ, cựu thứ trưởng Công Thương ra tòa",Pháp luật
Ngôi nhà 'địa ngục' của ông lão giam cầm 50 phụ nữ,Pháp luật
Đóng giả mẹ để gian lận nhận tiền trợ cấp bão,Pháp luật
Lộ thân phận phạm tội khi dùng tên của kẻ trốn truy nã,Pháp luật
"Đang ly thân, vợ có quyền bắt chồng 'đặt' thẻ căn cước mới cho gặp con?",Pháp luật
Kiện công ty sau khi bị đuổi việc vì ngủ một tiếng trong giờ làm,Pháp luật
VKS yêu cầu điều tra bổ sung vụ cựu bí thư Bến Cát kêu oan,Pháp luật
Hoãn xét xử vụ nam sinh đánh chết bé trai lớp 8 ở sân đình,Pháp luật
30 thanh thiếu niên hỗn chiến,Pháp luật
Cuộc truy lùng kẻ săn phụ nữ để 'tạo hình' thi thể,Pháp luật
'Quân Idol' bị y án tử hình,Pháp luật
Tổng giám đốc GFDI bị bắt vì lừa hơn 7.000 người góp vốn,Pháp luật
Nghi phạm giết người đàn ông ở Phan Thiết bị bắt,Pháp luật
Lập gian hàng trên sàn thương mại điện tử để buôn lậu thuốc lá,Pháp luật
Bác sĩ lén bỏ thuốc phá thai vào nước của bạn gái,Pháp luật
'Không nên giao tài sản đặc biệt lớn của bà Trương Mỹ Lan cho SCB xử lý',Pháp luật
8 người trong gia đình bị bắt vì ném bom xăng vào đoàn cưỡng chế,Pháp luật
Cựu phó giám đốc Sở Kế hoạch và Đầu tư TP HCM liên tiếp vướng lao lý,Pháp luật
Gần một nửa số người dùng ma túy tuổi từ 12 đến 30,Pháp luật
Bà Trương Mỹ Lan nói 'phát hiện' bất thường trong khoản tiền 125.000 tỷ đồng,Pháp luật
Bị phạt hơn 120 triệu đồng vì bán tài khoản ngân hàng,Pháp luật
Ông trùm nhạc rap Diddy chỉ đạo gia đình dàn dựng kế hoạch 'cản trở công lý',Pháp luật
Dùng giấy tờ giả chiếm đoạt tiền của ngân hàng,Pháp luật
"Giám đốc bị khởi tố với cáo buộc trốn thuế hơn 5,8 tỷ đồng",Pháp luật
Bạn trai người nước ngoài có thể mua bao nhiêu căn nhà ở Việt Nam,Pháp luật
"Việt kiều bị bắt vì lừa định cư nước ngoài giá 1,7 tỷ đồng",Pháp luật
Bé gái bị người nước ngoài dâm ô ở siêu thị,Pháp luật
Tên cướp vung dao đâm người vây bắt để thoát thân,Pháp luật
Luật sư: 'Cầu mong bà Trương Mỹ Lan được sống để khắc phục hậu quả',Pháp luật
Hai tháng lần theo nhóm giấu 50 kg ma túy trong bình xăng ôtô,Pháp luật
Tạo khoang bí mật trên trần xe khách để chứa 200 kg pháo,Pháp luật
Hơn 100 cảnh sát vây bắt băng buôn ma túy có súng,Pháp luật
Giám đốc Trung tâm Quan trắc tài nguyên môi trường Quảng Ninh bị bắt,Pháp luật
8 thanh thiếu niên bị tạm giữ vì đánh võng 'xế độ' gây náo loạn,Pháp luật
Ông lão 75 tuổi bị ung thư mua ma túy về dùng,Pháp luật
Dùng bẫy cũ dụ người mới trong chiêu trò lừa đảo đa cấp,Pháp luật
Cảnh sát chìm đóng vai bạn tốt để dụ sát thủ thú tội,Pháp luật
Giám đốc Công ty Cổ phần Thiên Nam bị bắt,Pháp luật
Bà Trương Mỹ Lan 'bấn loạn tinh thần' vì VKS đề nghị y án tử hình,Pháp luật
20 'quái xế' bị khởi tố trong vụ tông chết cô gái chờ đèn đỏ,Pháp luật
Hai chị em bị khởi tố vì xúc phạm người khác trên mạng xã hội,Pháp luật
"Lời khai tài xế chạy trốn cảnh sát, đâm hàng loạt xe",Pháp luật
Ông Nguyễn Cao Trí và nhiều người được VKS đề nghị giảm án,Pháp luật
Tài xế tông chết người ở Bình Dương khai 'đã nhậu với bạn bè',Pháp luật
Người mẫu Andrea Aybar: 'Tôi không còn cơ hội làm lại',Pháp luật
Cựu giám đốc Sở Xây dựng Đăk Nông bị phạt hơn 2 năm tù,Pháp luật
Xe bán tải đâm hàng loạt ôtô khi chạy trốn cảnh sát,Pháp luật
Sát hại vợ cũ vì mâu thuẫn chia tài sản,Pháp luật
Học sinh đi xe máy trên 50cc bị ghi hình để xử lý,Pháp luật
VKS đề nghị y án tử hình đối với bà Trương Mỹ Lan,Pháp luật
Toan tính 'mất lý trí' của kẻ rũ bỏ vợ con vì người tình trẻ,Pháp luật
'Lò' sản xuất súng trong rẫy,Pháp luật
Cách giới siêu giàu quốc tế chi tiền bảo vệ dinh thự,Pháp luật
Tên cướp giật dây chuyền của cụ bà,Pháp luật
Vụ kiện dai dẳng đòi bạn gái trả nhẫn kim cương khi huỷ hôn,Pháp luật
"Chủ doanh nghiệp bị phạt 12 năm tù vì tống tiền 10 tỷ, dọa 'cho bay chức'",Pháp luật
Vụ tranh chấp di sản của cố nghệ sĩ Vũ Linh hòa giải bất thành,Pháp luật
Cựu quan chức tích lũy tiền bạc phi pháp 38 triệu USD bị tuyên tử hình,Pháp luật
Chủ tịch HĐQT Đia Bao Land bị tuyên án chung thân,Pháp luật
Lừa chiếm đoạt tiền ứng trước của shipper giao hàng,Pháp luật
Người mẫu Andrea Aybar và ca sĩ Chi Dân bị bắt,Pháp luật
Lộ thân phận trốn truy nã khi đi chơi với người tình,Pháp luật
Bác sĩ bị phạt tù vì giúp bạn gái chữa mất ngủ,Pháp luật
Có phải bán nhà cho người thân sẽ không phải đóng thuế thu nhập?,Pháp luật
"Thủ đoạn giả cán bộ điều tra, kiểm sát viên lừa 'chạy án'",Pháp luật
Kế độc thủ tiêu tình địch của người đàn bà yêu đơn phương,Pháp luật
Nghi phạm giết người bị bắt sau 17 năm bỏ trốn,Pháp luật
Thành viên tổ chức khủng bố 'Chính phủ quốc gia Việt Nam lâm thời' bị bắt,Pháp luật
Bị bắt vì 'khoe giàu' giả tạo trên mạng xã hội,Pháp luật
Bé gái bị xâm hại khi qua hàng xóm chơi,Pháp luật
Chú chó trung thành giúp cảnh sát phá vụ án cô chủ bị sát hại,Pháp luật
"Cảnh sát Anh: 'Kín tiếng' trên mạng xã hội, cầu thủ giàu có sẽ ít bị ăn trộm",Pháp luật
Cựu phó chủ tịch UBND tỉnh Đồng Nai bị khởi tố,Pháp luật
Nhóm quái xế mang 'dao phóng lợn' diễu phố bị khởi tố,Pháp luật
Mưu kế của người đàn bà giấu xác chồng trong sân nhà,Pháp luật
Cách chuyển sổ đỏ sang riêng mình sau khi ly hôn,Pháp luật
Tội ác che giấu 43 năm của kẻ giết 6 người trên bãi biển,Pháp luật
Hai nam sinh đâm hai nữ sinh bị thương,Pháp luật
"Ép vợ, chồng quan hệ tình dục trái ý muốn, có bị xử lý?",Pháp luật
Cuộc đời Charles Ponzi - 'cha đẻ' của trò lừa đảo đa cấp,Pháp luật
Cô gái 17 tuổi đấm vào mặt 'yêu râu xanh' để thoát thân,Pháp luật
VKS bất ngờ thẩm vấn bà Trương Mỹ Lan về phương án khắc phục 677.000 tỷ đồng,Pháp luật
Quay video tưới xăng dọa giết gửi cho người yêu cũ,Pháp luật
"Hơn trăm người bị lừa cho vay tiền, bắt nộp phí",Pháp luật
"Nói sai thông tin về nhà đất, người môi giới có bị phạt?",Pháp luật
Em trai kiện chị gái vì dọn dẹp phòng suốt đêm,Pháp luật
Thiếu nữ tìm chứng cứ vạch mặt bố nuôi hiếp dâm,Pháp luật
Hai phụ nữ bị bắt vì 'chạy án' vụ buôn lậu hơn 700 viên kim cương,Pháp luật
"Đột nhập công ty xổ số để tráo bóng quay thưởng, gian lận kết quả",Pháp luật
"Đánh chết bạn, chở thi thể đến công an tự thú",Pháp luật
"5 người bị bắt cóc, tra tấn ở Campuchia",Pháp luật
"Chồng mua nhà mà vợ không được biết, giao dịch sẽ bị vô hiệu?",Pháp luật
Vụ kiện tử vong sau 6 ca phẫu thuật thẩm mỹ trong 24 giờ,Pháp luật
Người mẫu Andrea Aybar bị tình nghi liên quan ma túy,Pháp luật
Sát hại anh trai trong cuộc nhậu,Pháp luật
Hé lộ khoản tiền lớn đối tác có thể còn nợ bà Trương Mỹ Lan,Pháp luật
Hai nam phạm nhân giăng bẫy tình với nữ quản giáo mê muội,Pháp luật
Phải mua bảo hiểm cháy nổ thì ngân hàng mới cho vay tiền mua chung cư?,Pháp luật
Trưởng phòng Tài nguyên và Môi trường TP Vũng Tàu bị bắt,Pháp luật
Thành viên tổ chức 'Tập hợp dân chủ đa nguyên' bị bắt,Pháp luật
Thêm 3 người bị khởi tố vì liên quan sai phạm tại Tập đoàn Thuận An,Pháp luật
6 người bị khởi tố trong vụ án tại Công ty SJC,Pháp luật
Công an đánh sập trang web có gần 50.000 phim lậu,Pháp luật
Nổ súng bắn hai vợ chồng vì 'bị đánh oan',Pháp luật
Bà Trương Mỹ Lan cam kết trả toàn bộ tiền Ngân hàng Nhà nước cho SCB vay,Pháp luật
Mẹ chồng 84 tuổi thắng kiện trong vụ chia thừa kế với con dâu,Pháp luật
Vi bằng có giá trị pháp lý cao hơn biên bản có người làm chứng?,Pháp luật
Bị người thuê nhà chiếm đoạt hơn một tỷ đồng,Pháp luật
Hàng trăm người vây Công ty GFDI tại Đà Nẵng đòi tiền góp vốn,Pháp luật
Bốn người bị bắt vì đốn hạ 6 cổ thụ quý hiếm,Pháp luật
Hai nhóm nổ súng hỗn chiến ở trung tâm Đồng Nai bị bắt,Pháp luật
Tội phạm liều mạng vì lợi nhuận lớn từ ma túy,Pháp luật
Hai nhân viên tiệm vàng bị bắt với cáo buộc vận chuyển 20 triệu USD,Pháp luật
'Quốc Cường Gia Lai đồng ý trả hơn 2.800 tỷ đồng cho bà Trương Mỹ Lan',Pháp luật
Công ty của 'Chúa đảo Tuần Châu' nói về việc trả 6.095 tỷ cho bà Trương Mỹ Lan,Pháp luật
"Hơn 500 khẩu súng, lựu đạn bị tịch thu",Pháp luật
"Từ 11/11, Bộ Công an thêm một 'cổng' đăng ký cấp thị thực điện tử",Pháp luật
Ai được quyền quyết định chênh lệch giá mua bán vàng nhẫn 9999?,Pháp luật
"Cảnh sát đột kích kho 'hàng nóng', bắt nhiều người",Pháp luật
Kẻ giết người xin 'ở tù cả đời để chuộc lỗi',Pháp luật
Âm mưu bắt cóc người nổi tiếng của nhóm Bình 'Kiểm' được ngăn chặn thế nào,Pháp luật
Cuộc sống trong lồng kính của tù nhân nguy hiểm nhất nước Anh,Pháp luật
"Muốn cho con 13 tuổi một mảnh đất, cách nào hợp lý?",Pháp luật
Trình Quốc hội Chương trình quốc gia phòng chống ma túy 22.450 tỷ đồng,Pháp luật
Tên trộm thản nhiên lấy cắp tiền tại nhiều cửa hàng,Pháp luật
Chủ Công ty NIPPON EPC 'mất tích' sau khi nhận 170 tỷ đồng làm các gói thầu,Pháp luật
Bà Trương Mỹ Lan đòi SCB trả 5.000 tỷ đồng tăng vốn điều lệ,Pháp luật
Chủ tịch HĐQT Công ty khoáng sản Hưng Thịnh bị khởi tố,Pháp luật
Đường dây mua bán nghìn khẩu súng bị phát hiện,Pháp luật
Cuộc nói chuyện cuối cùng của người phụ nữ bị sát hại và nghi phạm,Pháp luật
"Trùm xã hội đen Bình 'Kiểm' lập kế hoạch bắt cóc người mẫu, ca sĩ nổi tiếng",Pháp luật
Cựu cục trưởng thanh tra Đỗ Thị Nhàn: 'Mất tất cả vì tội lỗi gây ra',Pháp luật
Đấm vào mặt CSGT khi vi phạm nồng độ cồn,Pháp luật
Ba nhân viên ngân hàng lừa tiền doanh nhân 'muốn có sao kê 400 tỷ đồng',Pháp luật
Đời thăng trầm của nữ tỷ phú 'biểu tượng nhan sắc' vướng lao lý,Pháp luật
Mắc tội nào thì bị kê biên nhà đất của gia đình?,Pháp luật
Ngăn chặn nhiều vụ lừa đảo qua mạng,Pháp luật
Nhiều giám đốc công ty bất động sản bị bắt vì lừa bán căn hộ,Pháp luật
70 kg ma túy chất đầy chiếc ôtô chạy qua biên giới,Pháp luật
Hơn 100 cảnh sát vây bắt nghi phạm giết người,Pháp luật
Giả cảnh sát hình sự 3 lần cướp tiền cùng một người,Pháp luật
"Vỏ bọc bà nội trợ của trùm mafia khét tiếng, tàn nhẫn",Pháp luật
Văn phòng Netflix tại Châu Âu bị đột kích trong cuộc điều tra gian lận thuế,Pháp luật
Ông chủ nổ máy cày vô tình cán chết 2 người làm công,Pháp luật
Cán bộ Sở Giao thông Vận tải Bà Rịa - Vũng Tàu bị bắt,Pháp luật
Giám đốc Công an Ninh Bình làm Giám đốc Công an Sơn La,Pháp luật
"25 thanh thiếu niên chém người đi đường, gây náo loạn vùng quê",Pháp luật
Chiêu lừa bằng sổ đỏ cũ,Pháp luật
CEO Công ty Tường Việt muốn nhận lại 53 bất động sản trong vụ án Vạn Thịnh Phát,Pháp luật
10 năm tạo hệ lụy xấu của các bị cáo vận hành web khiêu dâm 'Thiên địa',Pháp luật
"Trẻ con làm hư đồ của người khác, cha mẹ có phải bồi thường?",Pháp luật
Bộ pháp điển Việt Nam lần đầu được công bố,Pháp luật
Giáo sư chết thảm vì người tình trẻ tham tiền,Pháp luật
Đứng chặn tàu hỏa đang chạy để tìm ba lô bỏ quên,Pháp luật
Vô cớ đâm chết ông lão không quen biết,Pháp luật
Nhân viên ngân hàng chiếm hơn 7 tỷ đồng của khách hàng,Pháp luật
Phó chỉ huy quân sự xã bị bắt vì giúp 10 người trốn nghĩa vụ,Pháp luật
Chủ tịch Mỹ Châu Pharmacy Group và nam ca sĩ bị bắt,Pháp luật
"Hàn Quốc phạt Meta 15,6 triệu USD vì bán dữ liệu nhạy cảm của gần 1 triệu người",Pháp luật
Cựu bí thư Tỉnh ủy Lào Cai được giảm 18 tháng tù,Pháp luật
"Bà Trương Mỹ Lan ôm, động viên chồng tại tòa",Pháp luật
"Trộm hơn 30 chỉ vàng, giấu trong vườn hoang",Pháp luật
Cựu giám đốc Sở Xây dựng Đăk Nông không ra tòa do 'bệnh tâm thần',Pháp luật
Bám theo người rút tiền ở ngân hàng để trộm cắp,Pháp luật
Cựu chủ tịch NXB Giáo dục nhận tiền để 'nâng đỡ' doanh nghiệp trúng thầu,Pháp luật
